Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-03-29 12:45:00,34.3,160.0,7.78,33.28,41.05,4.69,32.76,0.76,73.9,0.29,,,,3.23,2.34,37.1,92.91,0.44,6.88,,0.0,329.59,1092.17,
2024-03-29 13:00:00,34.3,160.0,8.38,31.38,39.77,5.31,33.32,0.74,72.35,0.36,,,,4.9,3.64,37.1,91.85,0.45,7.13,,0.0,368.47,,
2024-03-29 13:15:00,30.38,162.87,7.59,30.35,37.94,5.55,32.52,0.74,72.95,0.21,,,,9.43,3.09,36.91,93.35,0.45,6.88,,0.0,320.33,1092.17,
2024-03-29 13:30:00,30.1,163.0,6.21,29.12,35.33,3.99,30.44,0.71,70.26,0.21,,,,4.32,4.08,37.1,93.57,0.47,7.09,,0.0,301.85,,
2024-03-29 13:45:00,30.1,163.0,6.44,27.35,33.8,3.83,28.82,0.69,68.95,0.21,,,,1.76,0.16,37.1,92.6,0.47,7.28,,0.0,370.84,,
2024-03-29 14:00:00,30.1,163.0,6.4,26.06,32.47,4.17,29.46,0.69,69.74,0.21,,,,1.42,3.53,37.08,93.33,0.42,7.22,,0.0,254.38,1092.17,
2024-03-29 14:15:00,24.22,111.77,6.62,21.68,28.29,4.52,28.56,0.67,71.14,0.21,,,,1.7,5.69,37.07,94.52,0.42,7.31,,0.0,215.61,,
2024-03-29 14:30:00,23.8,,6.23,22.06,28.29,3.75,,,,0.21,,,,2.24,1.19,,,,,,0.0,,,
2024-03-29 14:45:00,23.8,110.0,5.33,21.74,27.07,3.4,29.52,0.66,69.99,0.21,,,,2.4,0.57,37.03,94.19,0.42,7.2,,0.0,181.09,,
2024-03-29 15:00:00,23.8,110.0,5.44,20.8,26.24,3.18,29.78,0.67,,0.21,,,,7.39,1.92,37.04,93.64,0.45,6.99,,0.0,174.38,1000.18,
2024-03-29 15:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 15:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 15:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 16:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 16:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 16:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 16:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 17:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 17:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 17:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 17:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 18:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 18:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 18:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 18:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 19:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 19:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 19:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 19:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 20:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 20:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 20:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 20:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 21:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 21:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 21:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 21:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 22:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 22:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 22:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 22:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 23:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 23:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 23:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 23:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 00:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 00:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 00:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 01:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 01:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 01:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 01:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 02:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 02:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 02:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 02:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 03:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 03:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 03:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 03:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 04:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 04:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 04:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 04:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 05:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 05:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 05:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 05:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 06:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 06:15:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 06:30:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 06:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 07:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-30 07:15:00,23.1,76.0,5.3,16.55,21.86,1.47,24.52,0.65,24.6,0.23,,,,9.63,2.37,31.77,,0.4,7.01,,0.0,85.42,1000.16,
2024-03-30 07:30:00,23.1,76.0,6.1,15.02,21.13,2.28,24.67,0.66,24.31,0.21,,,,3.98,0.98,31.75,,0.47,6.89,,0.0,93.13,1000.16,
2024-03-30 07:45:00,23.1,76.0,6.47,15.77,22.24,2.8,24.76,0.66,24.22,0.21,,,,2.16,1.33,31.76,,0.43,7.18,,0.0,112.16,1092.15,
2024-03-30 08:00:00,23.1,76.0,6.11,16.84,22.94,2.26,24.99,0.68,25.22,0.21,,,,0.81,1.5,31.77,,0.5,7.16,,0.0,127.03,1000.16,
2024-03-30 08:15:00,25.08,104.03,6.3,17.95,24.25,2.27,24.88,0.68,28.35,0.55,,,,8.1,2.48,31.87,,0.52,7.2,,0.0,129.33,1000.16,
2024-03-30 08:30:00,25.2,105.0,5.67,20.2,25.87,2.0,25.05,0.67,29.16,0.33,,,,3.69,9.49,31.93,,0.49,6.9,,0.0,115.23,1092.15,
2024-03-30 08:45:00,25.2,105.0,6.38,23.24,29.62,2.3,26.54,0.67,29.19,0.21,,,,5.36,6.78,31.96,,0.48,91.07,,0.0,130.96,997.27,
2024-03-30 09:00:00,25.2,105.0,6.37,24.39,30.75,2.13,26.64,0.64,33.91,1.2,,,,4.49,2.85,32.0,,0.51,187.24,,0.0,177.25,,
2024-03-30 09:15:00,35.65,128.2,6.91,24.17,31.08,1.85,26.16,0.64,35.79,0.51,,,,3.73,2.3,32.03,,0.52,187.0,,0.0,229.13,,
2024-03-30 09:30:00,36.4,129.0,7.74,27.78,35.52,1.72,27.22,0.65,36.79,0.21,,,,2.57,0.95,32.09,98.36,0.52,187.44,,0.0,288.75,,
2024-03-30 09:45:00,36.4,129.0,8.2,29.21,37.42,2.69,28.01,0.67,42.28,0.21,,,,7.79,0.65,32.2,93.7,0.51,101.34,,0.0,401.37,,
2024-03-30 10:00:00,36.4,129.0,7.86,31.22,39.08,1.82,28.35,0.69,49.76,0.21,,,,2.81,5.72,32.21,89.89,0.46,7.42,,0.0,321.18,,
2024-03-30 10:15:00,35.75,153.17,7.46,32.2,39.66,1.87,27.79,0.7,56.56,0.21,,,,0.87,1.86,32.29,87.4,0.48,7.5,,0.0,370.28,1000.16,
2024-03-30 10:30:00,35.7,154.0,9.4,32.07,41.48,2.99,27.79,0.7,59.02,0.21,,,,4.92,3.79,32.32,90.18,0.48,7.46,,0.0,459.98,1000.16,
2024-03-30 10:45:00,35.7,154.0,10.61,32.16,42.76,3.01,27.95,0.69,59.48,0.21,,,,2.93,1.07,32.29,90.39,0.48,91.57,,0.0,447.13,1000.16,
2024-03-30 11:00:00,35.7,154.0,7.5,28.88,36.38,2.26,27.82,0.7,61.6,0.21,,,,3.32,0.6,32.34,88.89,0.58,187.57,,0.0,486.87,1000.16,
2024-03-30 11:15:00,28.51,141.43,4.79,28.13,32.91,1.41,28.14,0.71,65.12,0.21,,,,0.91,1.55,32.35,88.75,0.57,188.52,,0.0,214.79,1000.16,
2024-03-30 11:30:00,28.0,141.0,4.59,25.61,30.19,1.86,28.62,0.7,65.64,0.21,,,,2.27,5.06,32.31,89.31,0.61,188.49,,0.0,205.51,1000.16,
2024-03-30 11:45:00,28.0,141.0,6.02,23.31,29.33,2.31,29.17,0.7,68.15,0.21,,,,1.86,8.54,32.37,87.05,0.32,202.97,,0.0,326.26,1000.16,
2024-03-30 12:00:00,28.0,141.0,10.06,22.55,32.6,3.58,28.99,0.71,73.53,0.21,,,,4.96,4.5,32.37,86.42,,189.51,,0.0,495.0,1000.16,
2024-03-30 12:15:00,21.39,138.1,9.8,21.56,31.35,3.47,28.83,0.72,80.74,0.21,,,,5.25,3.24,32.45,84.52,,202.58,,0.0,521.28,1000.16,
2024-03-30 12:30:00,21.0,138.0,6.29,21.41,27.72,2.32,28.72,0.7,86.72,0.21,,,,6.53,1.16,32.44,84.08,,196.14,,0.0,331.47,1000.16,
2024-03-30 12:45:00,21.0,138.0,5.78,22.47,28.24,2.34,28.78,0.73,80.25,0.21,,,,4.72,0.36,32.4,87.47,,227.76,,0.0,307.39,,
2024-03-30 13:00:00,21.0,138.0,6.27,22.29,28.56,3.39,28.62,0.76,68.54,0.21,,,,6.14,4.65,32.41,86.82,,168.8,,0.0,430.7,1000.16,
2024-03-30 13:15:00,20.35,149.47,5.37,20.72,26.1,3.66,30.18,0.79,64.42,0.21,,,,2.74,2.0,32.47,84.66,,177.98,,0.0,385.78,1000.16,
2024-03-30 13:30:00,20.3,150.0,9.48,19.66,29.13,4.13,31.35,0.78,61.1,0.21,,,,13.48,0.62,32.45,83.84,,183.42,,0.0,405.47,1000.16,
2024-03-30 13:45:00,20.3,150.0,10.04,18.24,28.27,4.17,32.37,0.77,56.0,0.21,,,,17.66,0.2,32.38,85.32,,152.12,,0.0,355.39,1000.16,
2024-03-30 14:00:00,20.3,150.0,6.4,17.87,24.27,4.06,32.73,0.77,55.03,0.21,,,,4.17,5.16,32.32,85.45,,149.01,,0.0,311.7,1000.16,
2024-03-30 14:15:00,22.28,120.03,6.08,16.67,22.75,4.17,32.91,0.76,55.09,0.21,,,,8.62,1.35,32.28,85.33,,144.4,,0.0,209.76,1092.15,
2024-03-30 14:30:00,22.4,119.0,5.94,17.99,23.95,4.32,32.86,0.77,53.24,0.21,,,,1.17,0.37,32.24,86.91,,140.03,,0.0,180.19,,
2024-03-30 14:45:00,22.4,119.0,7.01,17.4,24.41,4.89,33.2,0.76,50.97,0.21,,,,0.35,0.88,32.21,86.01,,119.15,,0.0,174.94,,
2024-03-30 15:00:00,22.4,119.0,6.86,17.58,24.43,4.99,33.32,0.74,49.42,0.21,,,,2.78,2.22,32.24,83.07,,157.97,,0.0,170.32,1000.16,
2024-03-30 15:15:00,20.44,128.56,6.29,16.77,23.07,5.47,33.05,0.74,50.74,0.21,,,,11.77,3.54,32.19,82.13,,147.53,,0.0,164.92,1000.16,
2024-03-30 15:30:00,20.3,129.0,6.34,18.33,24.69,5.28,33.05,0.75,51.64,0.21,,,,2.89,2.02,32.23,81.29,,152.01,,0.0,160.89,1000.16,
2024-03-30 15:45:00,20.3,129.0,6.53,21.29,27.81,4.68,33.03,0.75,49.72,0.21,,,,11.35,0.38,34.71,79.87,0.25,169.3,,0.0,155.93,1000.16,
2024-03-30 16:00:00,20.3,129.0,6.55,20.27,26.84,4.9,33.31,0.74,47.85,0.21,,,,1.37,10.18,37.04,81.12,0.5,187.34,,0.0,211.88,1000.16,
2024-03-30 16:15:00,20.95,123.27,5.45,22.92,28.36,4.43,32.71,0.74,49.8,0.21,,,,0.62,2.09,37.02,80.65,0.5,187.1,,0.0,236.08,1000.16,
2024-03-30 16:30:00,21.0,123.0,5.39,23.43,28.82,4.14,32.73,0.74,50.39,0.89,,,,5.28,7.76,37.02,80.46,0.5,187.13,,0.0,216.37,1000.16,
2024-03-30 16:45:00,21.0,123.0,5.52,23.81,29.34,4.11,32.52,0.75,49.65,0.23,,,,3.32,0.64,37.02,82.1,0.54,188.06,,0.0,190.45,1000.16,
2024-03-30 17:00:00,21.0,123.0,5.63,23.92,29.53,4.53,32.51,0.73,49.83,0.57,,,,22.65,1.53,36.98,83.55,0.54,188.49,,0.0,124.24,1000.16,
2024-03-30 17:15:00,27.46,140.2,5.97,22.62,28.59,5.5,30.91,0.68,53.98,1.43,,,,0.95,4.38,36.96,89.03,0.58,187.63,,0.0,104.01,1000.16,
2024-03-30 17:30:00,28.0,141.0,5.66,23.86,29.5,4.02,27.87,0.67,56.02,0.22,,,,1.68,12.98,36.92,90.96,0.58,187.89,,0.0,95.51,1000.16,
2024-03-30 17:45:00,28.0,141.0,5.91,23.64,29.55,2.89,26.32,0.67,59.28,0.21,,,,1.65,0.66,36.9,91.34,0.57,187.62,,0.0,88.52,1000.16,
2024-03-30 18:00:00,28.0,141.0,5.48,23.2,28.66,2.47,27.25,0.65,63.68,0.34,,,,0.83,0.54,36.87,92.94,0.54,187.3,,0.0,82.4,1000.16,
2024-03-30 18:15:00,48.91,168.07,4.54,23.26,27.81,3.51,26.43,0.66,66.7,0.21,,,,0.43,0.73,36.86,96.44,0.52,187.35,,0.0,77.11,1000.16,
2024-03-30 18:30:00,50.4,169.0,4.59,22.8,27.39,2.58,27.21,0.67,68.6,0.21,,,,0.27,0.38,36.84,95.92,0.52,187.55,,0.0,76.28,1000.16,
2024-03-30 18:45:00,50.4,,4.55,20.15,24.72,2.93,,,,0.23,,,,0.31,2.86,36.81,98.8,0.46,187.46,,0.0,76.28,1000.16,
2024-03-30 19:00:00,50.4,169.0,4.87,19.0,23.87,2.65,26.43,0.65,75.18,0.71,,,,1.34,3.39,36.8,,0.46,186.99,,0.0,76.28,1000.16,
2024-03-30 19:15:00,55.63,173.78,4.94,19.04,23.96,2.46,25.89,0.64,75.69,0.21,,,,0.87,1.09,36.77,,0.51,187.3,,0.0,76.28,1000.16,
2024-03-30 19:30:00,56.0,174.0,5.44,17.45,22.88,2.41,26.71,0.63,72.35,0.21,,,,6.89,0.55,36.76,,0.52,187.91,,0.0,76.28,1000.16,
2024-03-30 19:45:00,56.0,174.0,5.5,17.97,23.48,2.34,27.73,0.66,68.23,0.21,,,,1.69,2.91,36.76,,0.49,187.36,,0.0,76.28,1000.16,
2024-03-30 20:00:00,56.0,174.0,5.08,18.13,23.23,3.53,28.1,0.67,70.59,0.21,,,,8.37,11.94,36.75,,0.47,187.59,,0.0,76.28,1000.16,
2024-03-30 20:15:00,35.75,153.7,4.55,17.79,22.33,3.17,27.67,0.67,72.95,0.32,,,,6.43,7.82,36.74,,0.46,187.41,,0.0,76.28,1000.16,
2024-03-30 20:30:00,34.3,153.0,4.77,17.22,22.0,2.44,27.25,0.66,73.05,1.74,,,,8.02,1.91,36.75,,0.48,187.3,,0.0,76.28,1000.16,
2024-03-30 20:45:00,34.3,153.0,4.59,17.28,21.87,2.04,27.06,0.69,71.35,0.21,,,,16.73,5.96,36.76,99.8,0.5,187.04,,0.0,76.28,1000.16,
2024-03-30 21:00:00,34.3,153.0,4.36,17.82,22.18,2.17,26.79,0.66,67.42,0.26,,,,5.32,2.42,36.76,,0.46,186.87,,0.0,76.28,1000.16,
2024-03-30 21:15:00,31.69,124.33,4.2,17.76,21.95,2.67,26.16,0.7,68.64,0.75,,,,4.09,15.41,36.75,,0.45,187.01,,0.0,76.28,1000.16,
2024-03-30 21:30:00,31.5,123.0,4.13,16.26,20.37,2.84,26.3,0.74,68.29,0.21,,,,1.17,4.8,36.75,,0.47,186.96,,0.0,76.28,1000.16,
2024-03-30 21:45:00,31.5,123.0,3.17,15.69,18.86,2.65,26.54,0.75,67.01,0.21,,,,0.62,0.13,36.74,,0.46,187.42,,0.0,76.28,1000.16,
2024-03-30 22:00:00,31.5,123.0,3.4,15.53,18.93,2.72,26.73,0.75,64.71,0.21,,,,3.7,0.27,36.74,,0.45,187.19,,0.0,76.28,1000.16,
2024-03-30 22:15:00,32.15,119.16,4.41,14.51,18.91,2.9,26.05,0.73,66.1,0.21,,,,0.94,0.71,36.74,99.84,0.49,186.96,,0.0,76.28,1000.16,
2024-03-30 22:30:00,32.2,119.0,4.17,15.13,19.29,3.0,25.88,0.71,63.55,0.21,,,,4.28,2.05,36.72,,0.51,187.16,,0.0,76.28,1000.16,
2024-03-30 22:45:00,32.2,119.0,3.28,16.08,19.34,3.42,26.31,0.69,56.81,0.21,,,,4.46,0.83,36.7,,0.48,186.98,,0.0,76.28,1000.16,
2024-03-30 23:00:00,32.2,119.0,4.0,19.13,23.13,2.84,26.32,0.71,51.01,0.21,,,,2.4,3.82,36.7,,0.47,187.59,,0.0,76.28,1000.16,
2024-03-30 23:15:00,30.24,110.4,4.47,20.39,24.87,2.75,26.22,0.69,47.19,0.3,,,,7.48,0.49,36.67,,0.46,187.46,,0.0,76.28,1000.16,
2024-03-30 23:30:00,30.1,110.0,4.56,20.09,24.65,2.81,26.14,0.7,44.84,0.68,,,,13.46,2.14,36.66,,0.45,187.16,,0.0,76.28,1000.16,
2024-03-30 23:45:00,30.1,110.0,4.51,21.19,25.71,2.44,26.21,0.7,43.23,0.21,,,,5.94,1.64,36.66,,0.23,175.82,,0.0,76.28,1000.16,
2024-03-31 00:00:00,30.1,110.0,4.55,21.05,25.59,2.72,26.15,0.7,42.62,0.21,,,,0.66,2.46,36.66,,,205.56,,0.0,76.28,1000.16,
2024-03-31 00:15:00,33.97,113.78,4.27,20.07,24.35,2.7,25.66,0.7,42.85,0.33,,,,0.5,1.91,36.65,,,171.16,,0.0,76.28,1000.16,
2024-03-31 00:30:00,34.3,114.0,3.6,19.31,22.9,2.54,25.39,,,0.71,,,,2.4,4.98,36.64,,,187.12,,0.0,76.28,1000.16,
2024-03-31 00:45:00,34.3,114.0,3.86,17.19,21.06,2.66,25.83,0.7,44.03,0.21,,,,5.51,1.15,36.63,,,100.8,,0.0,76.28,1000.16,
2024-03-31 01:00:00,34.3,114.0,4.86,15.06,19.91,3.25,25.75,0.71,44.83,0.34,,,,1.72,1.11,36.64,,,113.26,,0.0,76.28,1000.16,
2024-03-31 01:15:00,21.08,90.8,4.42,15.14,19.56,2.71,25.52,0.71,44.99,0.78,,,,0.89,0.5,36.63,,,62.75,,0.0,76.28,1000.16,
2024-03-31 01:30:00,20.3,90.0,3.63,15.55,19.17,1.79,26.27,0.69,43.78,0.43,,,,4.0,1.07,36.63,,,87.73,,0.0,76.28,1000.16,
2024-03-31 01:45:00,20.3,90.0,3.73,14.1,17.83,1.2,26.58,0.65,41.76,0.21,,,,8.52,0.75,36.63,,,275.54,,0.0,76.28,1000.16,
2024-03-31 02:00:00,20.3,90.0,4.36,13.98,18.33,1.19,26.22,0.63,38.24,0.21,,,,2.95,0.8,36.62,,,160.88,,0.0,76.28,1000.16,
2024-03-31 02:15:00,18.99,80.44,3.7,16.81,20.53,1.53,26.18,0.63,36.3,0.21,,,,6.12,2.49,36.57,,,81.98,,0.0,76.28,1000.16,
2024-03-31 02:30:00,18.9,80.0,4.14,17.23,21.37,1.98,27.13,0.62,34.73,0.21,,,,5.84,0.67,36.56,,,90.01,,0.0,76.28,1000.16,
2024-03-31 02:45:00,18.9,80.0,4.54,16.34,20.88,2.69,27.84,0.67,34.49,0.21,,,,5.09,1.05,36.56,,,119.07,,0.0,76.28,1000.16,
2024-03-31 03:00:00,18.9,80.0,4.95,16.11,21.07,2.23,27.68,0.64,34.62,0.21,,,,13.89,2.94,36.57,,,237.93,,0.0,76.28,1000.16,
2024-03-31 03:15:00,21.51,72.36,4.85,16.24,21.1,2.11,26.9,0.64,32.61,0.21,,,,1.19,7.17,36.58,,,251.57,,0.0,76.28,1000.16,
2024-03-31 03:30:00,21.7,72.0,5.25,16.23,21.5,2.01,26.59,0.61,31.47,0.21,,,,2.59,2.19,36.58,,,249.88,,0.0,76.28,1000.16,
2024-03-31 03:45:00,21.7,72.0,5.93,15.1,21.04,2.41,27.24,0.64,31.02,0.21,,,,2.01,3.74,36.58,,,240.21,,0.0,76.28,1000.16,
2024-03-31 04:00:00,21.7,72.0,5.12,15.01,20.12,3.13,27.68,0.62,30.56,0.21,,,,4.11,5.24,36.58,,,121.38,,0.0,76.28,1000.16,
2024-03-31 04:15:00,15.82,58.47,4.36,15.5,19.85,2.81,27.44,0.64,30.21,0.21,,,,6.2,7.4,36.55,,,36.46,,0.0,76.28,1000.16,
2024-03-31 04:30:00,15.4,58.0,3.55,16.12,19.65,2.92,27.87,0.64,30.48,0.37,,,,0.68,7.62,36.55,,,176.89,,0.0,76.28,1000.16,
2024-03-31 04:45:00,15.4,58.0,3.87,15.53,19.39,2.38,27.78,0.63,32.12,0.58,,,,1.54,5.94,36.57,,,88.91,,0.0,76.28,1000.16,
2024-03-31 05:00:00,15.4,58.0,4.45,15.36,19.8,1.85,26.79,0.61,32.14,0.21,,,,8.17,9.54,36.58,,,42.35,,0.0,76.28,1000.16,
2024-03-31 05:15:00,13.46,53.22,4.23,15.88,20.11,1.74,26.07,0.57,31.38,0.21,,,,13.38,3.3,36.57,,,25.31,,0.0,76.28,1000.16,
2024-03-31 05:30:00,13.3,53.0,3.66,16.93,20.6,2.39,26.59,0.61,30.32,0.21,,,,6.49,1.36,36.58,,,143.02,,0.0,76.28,1000.16,
2024-03-31 05:45:00,13.3,53.0,4.22,16.12,20.34,2.77,26.68,0.68,29.56,0.55,,,,8.72,4.12,36.57,,,139.08,,0.0,76.28,1000.16,
2024-03-31 06:00:00,13.3,53.0,4.41,15.93,20.34,2.14,26.27,0.67,29.7,0.87,,,,7.71,7.03,36.57,,,139.07,,0.0,76.28,1000.16,
2024-03-31 06:15:00,17.82,55.83,4.04,15.47,19.52,1.95,25.96,,,0.21,,,,5.49,5.14,36.57,,,97.04,,0.0,76.28,1000.16,
2024-03-31 06:30:00,18.2,56.0,3.28,15.0,18.28,1.77,25.18,0.65,29.39,0.21,,,,4.6,1.25,36.57,,,196.92,,0.0,76.28,1000.16,
2024-03-31 06:45:00,18.2,56.0,3.59,15.24,18.83,1.71,24.92,0.63,29.88,0.21,,,,0.26,0.63,36.57,,,107.4,,0.0,76.31,1000.16,
2024-03-31 07:00:00,18.2,56.0,4.04,14.65,18.7,2.25,24.76,0.63,31.05,0.21,,,,2.22,1.91,36.57,,,136.09,,0.0,81.17,1000.16,
2024-03-31 07:15:00,31.92,76.16,4.08,16.16,20.26,2.22,24.28,0.61,30.59,0.21,,,,4.16,2.38,36.59,,,187.16,,0.0,88.62,1000.16,
2024-03-31 07:30:00,32.9,77.0,4.43,15.96,20.41,1.81,24.07,0.65,29.72,0.21,,,,2.12,2.7,36.6,,,145.4,,0.0,100.1,1000.16,
2024-03-31 07:45:00,32.9,77.0,4.29,16.56,20.85,2.41,23.8,0.66,29.57,0.21,,,,4.59,5.1,36.64,,,154.79,,0.0,114.54,1000.16,
2024-03-31 08:00:00,32.9,77.0,5.07,17.04,22.12,2.04,24.4,0.65,30.14,0.45,,,,6.23,5.38,36.69,,,219.74,,0.0,132.94,999.85,
2024-03-31 08:15:00,25.8,78.91,5.47,17.47,22.95,1.21,24.36,0.66,29.28,0.59,,,,3.57,4.68,36.76,,,280.48,,0.0,153.61,1000.16,
2024-03-31 08:30:00,25.2,79.0,5.12,17.45,22.57,1.51,24.71,0.66,29.99,0.21,,,,2.51,1.6,36.82,93.81,,247.67,,0.0,185.0,1000.16,
2024-03-31 08:45:00,25.2,79.0,5.18,18.16,23.35,2.31,25.58,0.7,31.04,0.21,,,,1.83,1.55,36.86,89.87,0.21,128.03,,0.0,236.87,,
2024-03-31 09:00:00,25.2,79.0,6.97,20.07,27.04,2.14,26.07,0.7,34.66,0.21,,,,6.33,2.36,36.9,85.85,0.45,7.0,,0.0,245.51,1000.16,
2024-03-31 09:15:00,24.55,94.29,7.41,23.89,31.29,1.48,26.31,0.71,37.51,0.21,,,,6.66,0.8,36.93,85.98,0.46,6.62,,0.0,275.56,1000.16,
2024-03-31 09:30:00,24.5,95.0,6.83,22.08,28.9,2.22,26.71,0.74,41.82,0.21,,,,1.53,0.14,36.99,83.81,0.45,7.74,,0.0,360.7,1000.16,
2024-03-31 09:45:00,24.5,95.0,5.76,21.1,26.87,2.43,27.32,0.69,46.9,0.21,,,,7.76,0.76,36.99,84.4,0.44,7.46,,0.0,449.72,1000.16,
2024-03-31 10:00:00,24.5,95.0,6.27,20.14,26.41,2.54,28.18,0.65,48.64,0.21,,,,12.02,8.14,37.05,80.37,0.47,6.96,,0.0,481.68,1000.16,
2024-03-31 10:15:00,18.04,97.88,5.76,19.61,25.36,2.01,26.78,0.65,54.04,0.21,,,,4.16,14.88,37.09,79.49,0.5,7.1,,0.0,502.98,1000.16,
2024-03-31 10:30:00,17.5,98.0,5.39,20.46,25.85,0.83,26.12,0.65,59.78,0.21,,,,0.8,8.44,37.09,77.7,0.49,7.22,,0.0,515.36,,
2024-03-31 10:45:00,17.5,98.0,6.28,18.99,25.28,1.51,26.62,0.65,64.1,0.21,,,,0.59,1.44,37.09,78.03,0.48,6.85,,0.0,544.46,,
2024-03-31 11:00:00,17.5,98.0,5.57,20.63,26.2,1.62,27.77,0.65,69.85,0.21,,,,2.3,0.57,37.11,78.0,0.48,7.07,,0.0,526.51,,
