Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-03-27 21:15:00,20.34,82.13,6.39,17.66,24.08,2.37,28.31,0.62,26.58,0.21,,,,4.93,0.94,37.07,,,164.39,,0.0,76.28,,
2024-03-27 21:30:00,20.3,82.0,5.82,18.74,24.57,1.59,27.8,0.61,26.45,0.21,,,,1.83,0.13,37.07,,,65.78,,0.0,76.28,,
2024-03-27 21:45:00,20.3,82.0,5.19,18.69,23.88,1.73,27.56,0.58,25.7,0.21,,,,2.86,1.83,37.07,,,127.52,,0.0,76.28,,
2024-03-27 22:00:00,20.3,82.0,4.82,19.12,23.95,2.0,28.32,0.6,25.18,0.21,,,,7.17,6.03,37.07,,,68.06,,0.0,76.28,,
2024-03-27 22:15:00,24.27,89.73,5.54,18.26,23.8,2.95,28.46,0.62,26.28,0.21,,,,2.68,4.35,37.03,,,58.53,,0.0,76.28,,
2024-03-27 22:30:00,24.5,90.0,5.12,18.74,23.86,2.61,28.43,0.6,26.66,0.47,,,,6.14,1.54,37.03,,,38.1,,0.0,76.28,,
2024-03-27 22:45:00,24.5,90.0,4.75,18.26,23.01,1.71,28.64,0.61,26.52,0.79,,,,0.33,0.64,37.03,,,163.95,,0.0,76.28,,
2024-03-27 23:00:00,24.5,90.0,4.95,16.58,21.53,2.34,28.27,0.62,27.08,0.21,,,,0.56,0.27,37.03,,,120.72,,0.0,76.28,,
2024-03-27 23:15:00,21.86,,4.94,16.61,21.55,3.2,,,,0.21,,,,4.09,0.58,,,,,,0.0,,,
2024-03-27 23:30:00,21.7,65.0,4.59,16.02,20.6,3.9,26.43,0.72,26.38,1.05,,,,8.87,1.59,37.03,,,166.91,,0.0,76.28,,
2024-03-27 23:45:00,21.7,65.0,5.33,16.47,21.8,3.35,27.27,,,1.89,,,,9.88,2.8,37.02,,,134.04,,0.0,76.28,,
2024-03-28 00:00:00,21.7,65.0,5.2,17.07,22.28,3.86,27.28,0.67,25.94,0.21,,,,12.22,1.0,37.01,,,68.86,,0.0,76.28,,
2024-03-28 00:15:00,17.83,70.8,4.8,16.54,21.34,4.54,27.08,0.67,25.45,0.21,,,,0.29,0.33,36.97,,,115.87,,0.0,76.28,,
2024-03-28 00:30:00,17.5,71.0,4.66,15.73,20.38,4.24,26.74,0.68,25.6,0.21,,,,0.43,0.49,36.97,,,161.9,,0.0,76.28,,
2024-03-28 00:45:00,17.5,71.0,4.52,14.96,19.46,5.09,26.7,0.65,24.85,0.21,,,,4.73,0.37,36.96,,,156.1,,0.0,76.28,,
2024-03-28 01:00:00,17.5,71.0,5.12,14.16,19.27,5.11,26.66,0.66,24.95,0.33,,,,7.94,0.21,36.94,,,248.98,,0.0,76.28,,
2024-03-28 01:15:00,16.85,56.67,5.35,14.38,19.73,4.26,26.16,0.66,25.42,0.49,,,,5.06,0.25,36.93,,,106.81,,0.0,76.28,,
2024-03-28 01:30:00,16.8,56.0,4.97,15.49,20.44,2.74,25.96,0.65,26.67,0.34,,,,6.59,3.75,36.92,,,120.74,,0.0,76.28,,
2024-03-28 01:45:00,16.8,56.0,5.06,14.85,19.91,3.39,25.78,0.67,28.12,0.21,,,,3.59,6.45,36.9,,,120.74,,0.0,76.28,,
2024-03-28 02:00:00,16.8,56.0,5.03,14.3,19.33,3.92,25.74,0.66,28.32,0.67,,,,7.94,2.58,36.88,,,133.56,,0.0,76.28,,
2024-03-28 02:15:00,24.64,62.77,4.99,14.28,19.26,3.47,25.29,0.65,28.82,0.88,,,,4.42,7.0,36.88,,,131.0,,0.0,76.28,,
2024-03-28 02:30:00,25.2,63.0,4.75,15.27,20.04,2.85,25.19,0.65,28.42,0.21,,,,1.73,7.8,36.88,,,136.9,,0.0,76.28,,
2024-03-28 02:45:00,25.2,63.0,5.04,16.23,21.27,2.67,25.2,0.64,28.25,0.21,,,,1.67,3.16,36.89,,,100.32,,0.0,76.28,,
2024-03-28 03:00:00,25.2,63.0,5.12,15.91,21.03,3.19,25.09,0.65,27.19,0.48,,,,0.37,4.53,36.88,,,149.85,,0.0,76.28,,
2024-03-28 03:15:00,20.63,59.13,5.2,15.19,20.38,2.88,24.62,0.66,27.42,0.56,,,,3.07,5.21,36.89,,,122.9,,0.0,76.28,,
2024-03-28 03:30:00,20.3,59.0,4.44,15.31,19.74,2.32,26.26,0.6,27.48,0.21,,,,4.85,3.72,36.88,,,117.78,,0.0,76.28,,
2024-03-28 03:45:00,20.3,59.0,5.08,14.74,19.84,1.95,26.86,0.59,28.07,0.21,,,,4.54,0.87,36.89,,,219.09,,0.0,76.28,,
2024-03-28 04:00:00,20.3,59.0,4.75,15.83,20.57,1.77,26.67,0.58,28.97,0.21,,,,3.59,5.0,36.88,,,195.7,,0.0,76.28,,
2024-03-28 04:15:00,20.3,62.87,4.66,15.34,20.0,1.95,26.59,0.58,27.24,0.21,,,,4.76,4.99,36.86,,,215.77,,0.0,76.28,,
2024-03-28 04:30:00,20.3,63.0,4.67,15.3,19.97,2.61,27.48,0.57,26.28,0.21,,,,5.26,9.19,36.87,,,191.76,,0.0,76.28,,
2024-03-28 04:45:00,20.3,63.0,5.42,15.69,21.11,3.01,28.03,0.58,25.25,0.21,,,,1.98,11.55,36.85,,,232.34,,0.0,76.28,,
2024-03-28 05:00:00,20.3,63.0,6.5,14.82,21.33,3.85,28.06,0.6,25.12,0.21,,,,10.01,1.67,36.85,,,266.06,,0.0,76.28,,
2024-03-28 05:15:00,23.61,62.03,6.43,16.08,22.51,3.03,28.3,0.58,25.18,0.21,,,,9.67,2.29,36.85,,,153.2,,0.0,76.28,,
2024-03-28 05:30:00,23.8,,6.12,16.15,22.26,2.96,,,,0.21,,,,6.3,4.91,,,,,,0.0,,,
2024-03-28 05:45:00,23.8,62.0,5.74,16.78,22.52,2.95,28.11,0.57,26.5,0.21,,,,6.75,3.98,36.86,,,249.44,,0.0,76.28,,
2024-03-28 06:00:00,23.8,62.0,6.04,16.83,22.87,2.97,27.27,,,0.21,,,,5.9,3.69,36.85,,,220.97,,0.0,76.28,,
2024-03-28 06:15:00,20.53,62.0,6.06,16.0,22.06,3.3,26.91,0.56,25.46,0.21,,,,4.91,2.51,36.85,,,222.03,,0.0,76.28,,
2024-03-28 06:30:00,20.3,62.0,5.78,16.34,22.12,2.98,27.74,0.57,24.42,0.93,,,,2.45,1.28,36.84,,,264.49,,0.0,76.28,,
2024-03-28 06:45:00,20.3,62.0,6.41,16.97,23.4,3.46,28.24,0.58,24.11,0.85,,,,7.95,3.16,36.84,,,186.9,,0.0,76.28,,
2024-03-28 07:00:00,20.3,62.0,6.72,16.42,23.14,3.7,28.71,0.58,23.09,0.21,,,,5.95,4.74,36.84,,,268.94,,0.0,78.32,,
2024-03-28 07:15:00,22.91,61.03,6.71,15.89,22.6,3.34,28.04,0.59,24.01,0.21,,,,3.03,3.0,36.83,,,256.54,,0.0,80.91,,
2024-03-28 07:30:00,23.1,61.0,6.06,16.22,22.27,2.66,27.46,0.59,24.4,0.21,,,,3.09,1.07,36.85,,,244.08,,0.0,95.21,,
2024-03-28 07:45:00,23.1,61.0,6.33,15.69,22.03,3.21,27.54,0.66,22.96,0.21,,,,10.69,7.07,36.89,,,139.38,,0.0,112.11,,
2024-03-28 08:00:00,23.1,61.0,6.71,16.79,23.5,2.67,27.23,0.71,23.46,0.21,,,,9.54,8.26,36.93,,,188.46,,0.0,128.57,,
2024-03-28 08:15:00,22.45,76.47,7.91,18.04,25.96,3.17,26.99,0.68,24.07,0.21,,,,3.46,6.16,36.99,,,211.77,,0.0,121.21,,
2024-03-28 08:30:00,22.4,77.0,8.0,20.44,28.43,3.37,27.44,0.67,24.91,0.21,,,,4.84,4.92,36.97,,0.41,204.89,,0.0,141.73,,
2024-03-28 08:45:00,22.4,77.0,7.93,22.92,30.87,4.56,27.76,0.64,27.17,0.21,,,,5.25,3.4,36.97,,0.49,187.12,,0.0,164.5,,
2024-03-28 09:00:00,22.4,77.0,8.52,25.52,34.06,4.34,27.27,0.67,28.82,0.21,,,,2.67,5.53,36.9,,0.54,187.32,,0.0,153.03,,
2024-03-28 09:15:00,29.59,115.4,9.44,27.58,37.01,3.41,27.48,0.66,31.92,0.21,,,,7.18,3.38,36.58,,0.55,187.13,,0.0,189.61,,
2024-03-28 09:30:00,30.1,117.0,10.44,28.82,39.24,3.33,27.62,0.67,33.15,0.71,,,,15.51,0.94,36.98,,0.47,37.11,,0.0,298.22,,
2024-03-28 09:45:00,30.1,117.0,10.09,28.93,39.02,2.91,28.27,0.7,39.39,0.52,,,,21.67,1.87,37.06,91.72,0.45,6.25,,0.0,381.68,,
2024-03-28 10:00:00,30.1,117.0,8.69,25.41,34.12,2.37,28.58,0.71,44.73,0.21,,,,19.04,4.78,37.11,85.35,0.46,7.04,,0.0,424.59,,
2024-03-28 10:15:00,30.1,107.33,10.78,23.35,34.13,2.89,28.32,0.69,50.07,0.21,,,,7.41,3.37,37.14,81.5,0.45,6.43,,0.0,452.94,,
2024-03-28 10:30:00,30.1,107.0,10.52,20.71,31.24,2.95,28.65,0.7,51.74,0.63,,,,4.25,3.07,37.2,78.88,0.45,6.23,,0.0,470.98,,
2024-03-28 10:45:00,30.1,107.0,7.67,20.73,28.4,3.45,29.25,0.69,54.05,0.45,,,,4.68,8.97,37.23,80.17,0.45,6.68,,0.0,468.28,,
2024-03-28 11:00:00,30.1,107.0,7.05,23.06,30.1,3.62,29.76,0.71,58.93,0.21,,,,2.79,4.36,37.28,78.8,0.45,7.06,,0.0,355.43,,
2024-03-28 11:15:00,32.74,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-28 11:30:00,32.9,114.0,6.07,27.14,33.19,2.74,30.6,0.7,66.88,0.39,,,,6.17,5.08,37.37,74.87,0.48,6.35,,0.0,211.09,,
2024-03-28 11:45:00,32.9,,8.07,25.42,33.51,3.27,,,,0.21,,,,5.57,6.06,37.35,77.37,0.47,5.96,,0.0,349.37,,
2024-03-28 12:00:00,32.9,114.0,8.06,27.23,35.28,5.34,31.98,0.66,79.49,0.21,,,,2.87,5.8,37.36,83.78,0.45,6.87,,0.0,418.05,1000.18,
2024-03-28 12:15:00,42.16,162.33,7.32,33.18,40.51,4.71,29.5,0.67,68.58,0.21,,,,3.33,4.19,37.32,92.08,0.43,7.06,,0.0,456.48,1000.18,
2024-03-28 12:30:00,42.7,164.0,7.46,36.42,43.89,2.67,29.0,0.66,60.91,0.42,,,,2.61,1.82,37.31,94.37,0.44,6.9,,0.0,335.02,,
2024-03-28 12:45:00,42.7,164.0,8.08,34.3,42.39,2.9,28.67,0.65,62.9,0.31,,,,2.61,4.38,37.32,94.65,0.48,6.71,,0.0,376.52,1092.17,
2024-03-28 13:00:00,42.7,164.0,8.85,33.13,41.97,3.28,29.68,0.68,66.13,0.21,,,,5.0,4.54,37.32,95.41,0.43,7.18,,0.0,451.2,999.95,
2024-03-28 13:15:00,25.71,140.8,8.43,31.22,39.64,3.76,29.01,0.65,66.76,0.21,,,,2.91,3.57,37.3,96.07,0.44,6.46,,0.0,376.5,,
2024-03-28 13:30:00,24.5,140.0,7.56,28.02,35.57,3.27,29.36,0.67,67.71,0.21,,,,2.92,5.1,37.26,97.66,0.42,7.16,,0.0,353.6,1000.18,
2024-03-28 13:45:00,24.5,140.0,6.88,25.24,32.13,2.92,29.48,0.67,68.99,0.41,,,,1.31,1.93,37.25,96.95,0.45,6.64,,0.0,368.69,1000.18,
2024-03-28 14:00:00,24.5,140.0,6.52,23.58,30.09,3.75,29.62,0.67,68.11,0.28,,,,5.41,7.19,37.25,96.8,0.48,6.48,,0.0,255.17,1092.16,
2024-03-28 14:15:00,20.58,107.13,6.9,21.23,28.14,3.92,28.81,0.67,66.73,0.21,,,,3.59,9.09,37.25,94.41,0.51,7.15,,0.0,214.28,,
2024-03-28 14:30:00,20.3,106.0,7.3,17.87,25.17,3.71,29.78,0.69,66.66,0.21,,,,4.46,2.64,37.24,93.1,0.51,157.61,,0.0,177.06,1000.18,
2024-03-28 14:45:00,20.3,106.0,6.27,18.33,24.61,3.01,30.64,0.68,64.83,0.21,,,,2.14,0.68,37.24,92.58,0.59,187.55,,0.0,173.65,,
2024-03-28 15:00:00,20.3,106.0,6.22,17.44,23.66,2.66,30.4,0.68,62.14,0.58,,,,2.58,0.29,37.25,93.22,0.53,187.13,,0.0,171.15,,
2024-03-28 15:15:00,18.99,95.49,6.02,17.59,23.61,2.74,30.2,0.67,60.63,0.33,,,,4.1,10.48,37.18,97.28,0.47,186.21,,0.0,167.82,,
2024-03-28 15:30:00,18.9,95.0,6.11,16.4,22.5,2.6,29.52,0.67,59.09,0.21,,,,10.81,5.11,37.13,98.25,0.46,186.64,,0.0,161.86,,
2024-03-28 15:45:00,18.9,95.0,5.38,16.46,21.84,3.22,29.58,0.66,58.72,0.21,,,,8.67,2.18,37.1,97.66,0.48,186.52,,0.0,156.57,,
2024-03-28 16:00:00,18.9,95.0,5.16,16.77,21.93,2.84,29.07,0.68,56.92,0.21,,,,9.62,3.16,37.1,97.61,0.52,187.0,,0.0,156.41,1092.17,
2024-03-28 16:15:00,20.88,84.37,4.77,15.18,19.95,3.09,29.0,0.71,51.71,0.21,,,,4.11,8.68,37.07,99.17,0.47,186.54,,0.0,212.75,,
2024-03-28 16:30:00,21.0,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-28 16:45:00,21.0,84.0,5.91,14.32,20.23,3.57,30.12,0.71,46.3,0.21,,,,1.73,2.27,37.06,,0.51,186.64,,0.0,183.69,,
2024-03-28 17:00:00,21.0,84.0,6.33,13.21,19.55,4.06,30.21,,,0.21,,,,0.78,2.05,37.06,,0.53,186.91,,0.0,117.26,,
2024-03-28 17:15:00,22.31,84.0,4.99,15.37,20.36,3.76,29.16,0.7,42.91,0.21,,,,2.65,0.83,37.03,,0.53,186.8,,0.0,104.23,,
2024-03-28 17:30:00,22.4,84.0,5.35,14.99,20.33,3.63,29.13,0.71,43.02,0.21,,,,2.32,1.45,37.02,,0.55,187.05,,0.0,96.35,,
2024-03-28 17:45:00,22.4,84.0,5.41,15.74,21.14,3.43,29.27,0.72,41.7,0.9,,,,1.27,0.76,37.0,,0.53,187.02,,0.0,89.07,,
2024-03-28 18:00:00,22.4,84.0,4.47,18.15,22.61,3.01,29.17,0.66,40.7,0.35,,,,0.81,4.24,36.99,,0.54,186.89,,0.0,82.15,,
2024-03-28 18:15:00,18.48,94.51,4.98,17.75,22.75,3.79,28.81,0.7,38.98,0.21,,,,0.97,10.43,36.98,,0.53,187.09,,0.0,76.93,,
2024-03-28 18:30:00,18.2,95.0,6.29,18.32,24.61,3.6,28.86,0.7,36.54,0.21,,,,1.01,1.83,36.92,,0.51,37.38,,0.0,76.28,,
2024-03-28 18:45:00,18.2,95.0,6.05,18.89,24.93,3.66,28.63,0.68,36.09,0.21,,,,0.37,0.53,36.9,,0.5,7.47,,0.0,76.28,1000.18,
2024-03-28 19:00:00,18.2,95.0,6.62,19.42,26.02,3.15,28.52,0.69,37.14,0.46,,,,0.41,3.48,36.88,,0.49,7.43,,0.0,76.28,,
2024-03-28 19:15:00,19.51,113.16,5.21,19.79,24.98,3.66,28.05,0.68,39.69,0.25,,,,5.15,0.74,36.86,,0.49,7.22,,0.0,76.28,,
2024-03-28 19:30:00,19.6,114.0,4.11,19.3,23.42,2.84,28.31,0.69,40.64,0.21,,,,7.22,8.38,36.85,,0.51,158.78,,0.0,76.28,,
2024-03-28 19:45:00,19.6,114.0,3.93,19.03,22.96,2.87,28.19,0.67,39.9,0.21,,,,2.13,4.53,36.83,,0.51,186.93,,0.0,76.28,,
2024-03-28 20:00:00,19.6,114.0,4.55,19.32,23.88,3.42,28.14,0.7,38.38,0.75,,,,9.04,2.57,36.83,,0.51,187.16,,0.0,76.28,,
2024-03-28 20:15:00,19.6,93.93,4.39,19.02,23.42,3.67,28.14,0.64,35.25,0.27,,,,1.88,1.95,36.81,,0.44,187.02,,0.0,76.28,,
2024-03-28 20:30:00,19.6,93.0,4.55,18.98,23.53,3.72,27.74,0.61,34.39,0.21,,,,1.72,1.63,36.8,,0.49,186.9,,0.0,76.28,,
2024-03-28 20:45:00,19.6,93.0,5.17,20.12,25.28,2.85,26.81,0.63,31.57,0.21,,,,1.05,0.55,36.8,,0.46,187.2,,0.0,76.28,,
2024-03-28 21:00:00,19.6,93.0,5.75,21.66,27.41,2.63,26.99,0.59,28.41,0.21,,,,2.9,2.27,36.78,,0.45,187.22,,0.0,76.28,,
2024-03-28 21:15:00,22.21,95.87,5.92,22.39,28.31,3.07,27.09,0.59,26.42,0.21,,,,12.7,7.08,36.76,,0.43,187.27,,0.0,76.28,,
2024-03-28 21:30:00,22.4,96.0,7.17,20.79,27.96,3.76,28.56,0.59,25.76,0.58,,,,4.51,5.97,36.77,,0.07,172.24,,0.0,76.28,,
2024-03-28 21:45:00,22.4,96.0,7.13,19.22,26.33,4.35,28.71,0.62,26.44,0.23,,,,8.02,0.79,36.77,,,210.58,,0.0,76.28,,
2024-03-28 22:00:00,22.4,96.0,6.57,19.49,26.06,3.76,28.49,0.61,26.54,0.21,,,,10.09,2.45,36.77,,,186.39,,0.0,76.28,,
2024-03-28 22:15:00,21.75,,6.67,18.19,24.83,3.12,,,,0.21,,,,11.09,12.07,,,,,,0.0,,,
2024-03-28 22:30:00,21.7,92.0,5.64,18.53,24.17,2.47,27.38,0.61,28.11,0.21,,,,11.98,0.81,36.77,,,165.82,,0.0,76.28,,
2024-03-28 22:45:00,21.7,92.0,5.16,19.38,24.55,2.82,28.26,0.62,,0.21,,,,1.41,6.45,36.76,,,135.46,,0.0,76.28,,
2024-03-28 23:00:00,21.7,92.0,5.34,18.82,24.19,3.49,28.65,0.6,27.8,0.21,,,,2.99,11.45,36.76,,,102.37,,0.0,76.28,,
2024-03-28 23:15:00,24.28,94.9,5.64,20.82,26.46,3.33,27.93,0.61,24.79,0.21,,,,1.48,8.92,36.78,,,145.94,,0.0,76.28,,
2024-03-28 23:30:00,24.5,95.0,5.63,24.53,30.17,2.52,27.9,0.63,24.43,0.21,,,,4.41,0.16,36.8,,0.37,167.56,,0.0,76.28,,
2024-03-28 23:45:00,24.5,95.0,6.28,25.64,31.93,2.37,27.79,0.63,24.59,0.21,,,,11.32,0.17,36.8,,0.45,186.99,,0.0,76.28,,
2024-03-29 00:00:00,24.5,95.0,6.59,25.58,32.16,2.8,27.7,0.63,27.96,0.21,,,,0.21,0.56,36.8,,0.44,187.24,,0.0,76.28,,
2024-03-29 00:15:00,28.37,127.11,5.95,24.33,30.27,2.86,27.43,0.61,32.92,0.21,,,,6.83,1.18,36.8,,0.45,187.05,,0.0,76.28,,
2024-03-29 00:30:00,28.7,129.0,5.64,21.75,27.38,3.13,28.06,0.71,36.71,0.21,,,,15.66,0.38,36.79,,0.46,187.43,,0.0,76.28,,
2024-03-29 00:45:00,28.7,129.0,5.87,18.46,24.33,3.5,27.66,0.74,38.22,0.21,,,,5.84,3.15,36.77,,0.46,186.94,,0.0,76.28,,
2024-03-29 01:00:00,28.7,129.0,5.24,18.41,23.64,2.9,27.81,0.77,39.63,0.21,,,,1.65,3.39,36.76,,0.45,186.98,,0.0,76.28,,
2024-03-29 01:15:00,22.17,81.63,4.9,15.33,20.25,3.04,27.36,0.72,41.19,0.21,,,,0.41,3.78,36.74,,0.42,187.14,,0.0,76.28,,
2024-03-29 01:30:00,21.7,80.0,4.11,15.03,19.14,4.27,27.01,0.7,38.52,0.21,,,,4.94,1.02,36.7,,0.07,163.8,,0.0,76.28,1000.18,
2024-03-29 01:45:00,21.7,80.0,4.51,15.59,20.1,5.08,26.93,0.69,36.88,0.21,,,,13.13,2.02,36.65,,,174.06,,0.0,76.28,1000.18,
2024-03-29 02:00:00,21.7,80.0,5.11,14.8,19.93,5.3,26.93,0.7,38.04,0.21,,,,6.18,13.47,36.4,,0.07,79.72,,0.0,76.28,1000.18,
2024-03-29 02:15:00,20.39,71.4,4.07,14.75,18.82,4.91,26.6,0.7,37.48,0.21,,,,7.52,6.16,36.83,,0.52,7.09,,0.0,76.28,1000.18,
2024-03-29 02:30:00,20.3,71.0,3.58,14.98,18.55,4.16,25.94,0.7,36.91,0.21,,,,1.05,4.43,36.83,,0.08,184.87,,0.0,76.28,1092.17,
2024-03-29 02:45:00,20.3,71.0,4.4,15.24,19.63,3.78,25.82,0.67,34.45,0.21,,,,5.67,0.99,36.82,,,208.86,,0.0,76.28,1000.18,
2024-03-29 03:00:00,20.3,71.0,4.62,16.28,20.9,3.33,26.18,0.68,32.27,0.21,,,,9.59,3.04,36.8,,,203.09,,0.0,76.28,1092.17,
2024-03-29 03:15:00,18.34,73.9,4.28,16.95,21.23,2.54,25.9,0.68,32.11,0.21,,,,1.0,6.37,36.78,,,170.99,,0.0,76.28,1000.18,
2024-03-29 03:30:00,18.2,,4.81,15.75,20.57,2.25,,,,0.21,,,,7.66,8.16,36.7,,,102.55,,0.0,76.28,1000.18,
2024-03-29 03:45:00,18.2,74.0,5.04,14.22,19.25,3.06,25.67,0.67,32.92,0.21,,,,3.58,3.16,34.51,,0.17,124.93,,0.0,76.28,1000.18,
2024-03-29 04:00:00,18.2,74.0,4.46,15.7,20.17,2.69,25.75,0.66,32.83,0.21,,,,2.65,5.24,32.99,,0.46,7.08,,0.0,76.28,1092.17,
2024-03-29 04:15:00,18.85,67.23,4.22,16.34,20.56,2.06,25.47,0.66,32.63,0.21,,,,15.09,0.54,36.62,,0.51,6.92,,0.0,76.28,1000.18,
2024-03-29 04:30:00,18.9,67.0,4.1,16.9,20.99,1.84,25.56,0.66,30.35,0.21,,,,6.08,1.3,36.73,,0.08,205.62,,0.0,76.28,1000.18,
2024-03-29 04:45:00,18.9,67.0,5.06,17.77,22.85,1.62,26.94,0.63,25.11,0.21,,,,2.0,2.16,36.76,,,122.22,,0.0,76.28,1000.18,
2024-03-29 05:00:00,18.9,67.0,6.99,18.35,25.34,2.37,27.49,0.6,23.71,0.21,,,,8.97,9.8,36.77,,,268.09,,0.0,76.28,1000.18,
2024-03-29 05:15:00,26.74,90.89,7.6,19.92,27.52,1.75,26.77,0.59,23.35,0.21,,,,7.81,1.44,36.78,,,140.94,,0.0,76.28,1000.18,
2024-03-29 05:30:00,27.3,92.0,9.58,19.68,29.26,1.83,27.57,0.58,21.52,0.21,,,,1.07,6.6,36.78,,,139.49,,0.0,76.28,1000.18,
2024-03-29 05:45:00,27.3,92.0,10.73,21.11,31.83,1.75,28.37,0.61,21.98,0.21,,,,1.17,5.72,36.77,,,132.78,,0.0,76.28,1000.18,
2024-03-29 06:00:00,27.3,92.0,11.64,20.07,31.69,2.47,29.22,0.63,22.98,0.21,,,,5.68,2.89,36.77,,,277.72,,0.0,76.28,1000.18,
2024-03-29 06:15:00,31.93,95.87,11.29,20.82,32.11,1.85,28.66,0.6,23.12,0.21,,,,8.39,10.11,36.77,,,221.82,,0.0,76.28,1000.18,
2024-03-29 06:30:00,32.2,96.0,10.92,21.34,32.27,1.66,27.75,0.6,22.86,0.21,,,,12.08,8.22,36.77,,,189.63,,0.0,76.28,1000.18,
2024-03-29 06:45:00,32.2,96.0,11.24,21.61,32.86,2.11,28.31,0.58,21.97,0.21,,,,5.55,3.24,36.78,,,187.54,,0.0,76.28,1000.18,
2024-03-29 07:00:00,32.2,96.0,11.68,22.1,33.78,2.9,28.96,0.6,21.56,0.21,,,,11.72,7.32,36.79,,,173.45,,0.0,76.28,1000.18,
2024-03-29 07:15:00,30.89,106.63,13.71,19.65,33.39,3.37,28.47,0.63,21.84,0.21,,,,8.95,0.5,36.79,,,232.57,,0.0,76.28,1000.18,
2024-03-29 07:30:00,30.8,107.0,14.43,19.43,33.86,2.78,28.87,0.62,22.28,0.21,,,,2.89,1.1,36.79,,,273.82,,0.0,82.12,1000.18,
2024-03-29 07:45:00,30.8,107.0,13.6,20.21,33.81,1.78,28.87,0.63,22.68,0.21,,,,3.57,2.67,36.82,,,293.07,,0.0,102.3,,
2024-03-29 08:00:00,30.8,107.0,12.61,20.7,33.32,1.31,28.69,0.62,23.09,0.21,,,,4.18,11.56,36.85,,,188.07,,0.0,112.21,1000.18,
2024-03-29 08:15:00,27.57,86.84,11.14,20.25,31.4,1.47,28.29,0.6,24.05,0.21,,,,5.86,12.51,36.88,,,274.93,,0.0,146.76,,
2024-03-29 08:30:00,27.3,86.0,9.65,21.45,31.1,2.07,29.0,0.6,24.46,0.21,,,,1.12,8.14,36.95,,0.42,202.63,,0.0,157.51,1000.18,
2024-03-29 08:45:00,27.3,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-29 09:00:00,27.3,86.0,7.35,24.86,32.2,2.81,29.41,0.69,30.55,0.21,,,,11.78,7.17,36.99,92.84,0.52,187.36,,0.0,164.03,1000.18,
2024-03-29 09:15:00,29.91,,8.61,21.68,30.29,3.2,,,,0.21,,,,8.27,1.09,36.85,86.87,0.54,187.64,,0.0,225.9,,
2024-03-29 09:30:00,30.1,109.0,9.02,22.52,31.53,2.65,28.9,0.71,36.14,0.21,,,,3.83,2.56,36.5,85.79,0.48,34.44,,0.0,306.7,,
2024-03-29 09:45:00,30.1,109.0,7.81,20.87,28.68,2.64,29.29,0.7,39.46,0.21,,,,6.04,2.58,36.6,84.47,0.45,6.3,,0.0,318.42,,
2024-03-29 10:00:00,30.1,109.0,6.89,20.31,27.18,3.05,29.02,0.7,43.85,0.21,,,,9.41,2.88,36.9,85.14,0.44,6.73,,0.0,352.68,1091.33,
2024-03-29 10:15:00,31.41,116.73,5.94,21.58,27.53,3.18,29.37,0.71,48.64,0.21,,,,2.3,0.97,36.65,81.77,0.45,6.13,,0.0,255.08,1000.18,
2024-03-29 10:30:00,31.5,117.0,5.11,21.9,27.01,2.97,29.08,0.72,51.37,0.21,,,,4.32,0.58,36.35,82.85,0.46,6.32,,0.0,253.01,1000.18,
2024-03-29 10:45:00,31.5,117.0,6.04,22.17,28.2,2.75,29.86,0.71,55.01,0.21,,,,4.62,0.59,36.45,82.34,0.46,6.22,,0.0,363.01,,
2024-03-29 11:00:00,31.5,117.0,6.59,24.46,31.05,2.53,30.25,0.71,59.54,0.21,,,,2.63,4.11,36.49,77.98,0.45,5.98,,0.0,401.95,,
2024-03-29 11:15:00,30.19,135.16,6.34,23.44,29.77,3.08,30.41,0.73,65.36,0.21,,,,4.76,9.02,36.48,77.14,0.44,6.58,,0.0,211.95,,
2024-03-29 11:30:00,30.1,136.0,6.47,23.12,29.58,3.77,30.53,0.72,70.46,0.21,,,,7.16,1.83,36.51,77.06,0.46,6.53,,0.0,207.22,,
2024-03-29 11:45:00,30.1,136.0,6.25,24.22,30.47,3.82,31.11,0.74,72.18,0.21,,,,1.6,2.56,36.48,78.92,0.47,6.64,,0.0,214.75,1000.18,
2024-03-29 12:00:00,30.1,136.0,6.58,26.28,32.85,3.66,31.15,0.74,74.88,0.7,,,,3.22,0.18,36.57,84.35,0.46,6.75,,0.0,400.13,1000.18,
2024-03-29 12:15:00,34.07,158.93,8.03,30.43,38.45,3.83,30.97,0.75,76.29,1.14,,,,1.47,2.46,37.14,91.26,0.44,7.37,,0.0,352.95,1000.18,
2024-03-29 12:30:00,34.3,160.0,8.47,33.38,41.85,4.42,32.11,0.74,75.94,0.21,,,,3.13,4.47,37.13,91.44,0.45,9.06,,0.0,331.16,1000.18,
